last_name,first_name,birthday,gender,type,state,district,party,url,address,phone,contact_form,rss_url,twitter,facebook,facebook_id,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id
Boustany,Charles,2/21/1956,M,rep,LA,3,Republican,http://boustany.house.gov,1431 Longworth HOB; Washington DC 20515-1803,202-225-2031,https://boustanyforms.house.gov/contact-me/,http://www.house.gov/common/rss/index.cfm?rss=82,RepBoustany,RepBoustany,1.97E+14,boustanyla07,UC2S34gtxbiXDloza9EgFAZA,B001255,1787,N00026595,,1013047,400636,35514,Charles Boustany Jr.,gIQAiMQPAP,20514,Charles Boustany
Boxer,Barbara,11/11/1940,F,sen,CA,,Democrat,http://www.boxer.senate.gov,112 Hart Senate Office Building Washington DC 20510,202-224-3553,https://www.boxer.senate.gov/contact/shareyourviews.html,,SenatorBoxer,senatorboxer,1.17E+14,SenatorBoxer,UCWDQBlCBh67UgfNvSXDvbmw,B000711,116,N00006692,S223,2470,300011,53274,Barbara Boxer,gIQArxPM9O,15011,Barbara Boxer
Brady,Kevin,4/11/1955,M,rep,TX,8,Republican,http://kevinbrady.house.gov,301 Cannon HOB; Washington DC 20515-4308,202-225-4901,https://kevinbrady.house.gov/contact-form,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,RepKevinBrady,kevinbrady,9307301412,KBrady8,UC6Ng0uMQEBVgXO_HF0NbfXA,B000755,1468,N00005883,,45749,400046,361,,gIQATjbPAP,29760,Kevin Brady
Brady,Robert,4/7/1945,M,rep,PA,1,Democrat,http://brady.house.gov,102 Cannon HOB; Washington DC 20515-3801,202-225-4731,https://brady.house.gov/contact-me/email-me,http://brady.house.gov/rss.xml,RepBrady,RepRobertBrady,1.19E+11,BradyPA01,UCHbTbPH6iCtaA_AKPwDy04A,B001227,1469,N00001619,,55227,400047,2519,Robert A. Brady,gIQATngIAP,29777,Bob Brady
Brooks,Mo,4/29/1954,M,rep,AL,5,Republican,http://brooks.house.gov,1230 Longworth HOB; Washington DC 20515-0105,202-225-4801,https://brooks.house.gov/email-me,http://brooks.house.gov/rss/press-releases.xml,RepMoBrooks,1.55E+14,1.55E+14,RepMoBrooks,UCgsPSY0MpuQJq8vEqYUSt-g,B001274,1987,N00030910,,94888,412395,121610,Mo Brooks,gIQAdMkz6O,21193,Mo Brooks
Brown,Corrine,11/11/1946,F,rep,FL,5,Democrat,http://corrinebrown.house.gov,2111 Rayburn HOB; Washington DC 20515-0905,202-225-0123,https://forms.house.gov/corrinebrown/webforms/contact-me.shtml,http://corrinebrown.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepCorrineBrown,congresswomanbrown,1.79E+14,CongresswomanBrown,UC6-GswVFgN05YYkPGVx2KEQ,B000911,132,N00002713,,26192,400048,26797,Corrine Brown,gIQAvFwPAP,29328,Corrine Brown
Buchanan,Vern,5/8/1951,M,rep,FL,16,Republican,http://buchanan.house.gov,2104 Rayburn HOB; Washington DC 20515-0916,202-225-5015,https://buchanan.house.gov/email-me,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,VernBuchanan,CongressmanBuchanan,67106719910,vernbuchanan,UCY4DEy41NxOTdcF8_XAVZvw,B001260,1840,N00027626,,1021626,412196,66247,Vern Buchanan,gIQA8OnhDP,20709,Vern Buchanan
Bucshon,Larry,5/31/1962,M,rep,IN,8,Republican,http://bucshon.house.gov,1005 Longworth HOB; Washington DC 20515-1408,202-225-4636,https://bucshon.house.gov/contact-me/email-me,http://bucshon.house.gov/rss.xml,RepLarryBucshon,RepLarryBucshon,1.36E+14,RepLarryBucshon,UC0bIliQs0LKZabNwvZ3gnhQ,B001275,2018,N00031227,,61837,412427,120335,Larry Bucshon,gIQAD7JXKP,21132,Larry Bucshon
Burgess,Michael,12/23/1950,M,rep,TX,26,Republican,http://burgess.house.gov,2336 Rayburn HOB; Washington DC 20515-4326,202-225-7772,http://burgess.house.gov/contact/356345.htm,http://burgess.house.gov/news/rss.aspx,MichaelCBurgess,michaelcburgess,6916472567,michaelcburgessmd,UCvvO8lo-Nkc31cEEElqQvQw,B001248,1751,N00025219,,1003620,400052,50120,,gIQAyRzBAP,20355,Michael C. Burgess
Burr,Richard,11/30/1955,M,sen,NC,,Republican,http://www.burr.senate.gov,217 Russell Senate Office Building Washington DC 20510,202-224-3154,http://www.burr.senate.gov/public/index.cfm?FuseAction=Contact.ContactForm,http://www.burr.senate.gov/public/index.cfm?fuseaction=rss.feed,SenatorBurr,SenatorRichardBurr,1.33E+14,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,B001135,153,N00002221,S300,31054,400054,21787,Richard Burr,gIQAMX709O,29548,Richard Burr
Butterfield,George,4/27/1947,M,rep,NC,1,Democrat,http://butterfield.house.gov,2305 Rayburn HOB; Washington DC 20515-3301,202-225-3101,https://butterfield.house.gov/email-congressman-butterfield,http://butterfield.house.gov/rss/press-releases.xml/,GKButterfield,congressmangkbutterfield,2.75E+14,GKBNC01,UCbodCVgLfcbaep49L1M-mqA,B001251,1761,N00027035,,1013540,400616,41077,G.K. Butterfield,gIQAA20hDP,20340,G. K. Butterfield
Calvert,Ken,6/8/1953,M,rep,CA,42,Republican,http://calvert.house.gov,2205 Rayburn HOB; Washington DC 20515-0542,202-225-1986,https://calvert.house.gov/contactform/,http://calvert.house.gov/news/rss.aspx,KenCalvert,70063393423,70063393423,RepKenCalvert,UC5MEj7YOX_QdKoqD_HRxP3A,C000059,165,N00007099,,26709,400057,26777,,gIQAORoVBP,29323,Ken Calvert
Capito,Shelley,11/26/1953,F,sen,WV,,Republican,http://www.capito.senate.gov,5 Russell Senate Courtyard Washington DC 20510,202-224-6472,,,SenCapito,senshelley,8057864757,UCbiXdR4XQ3vD9Xp5lfR9QXw,UCbiXdR4XQ3vD9Xp5lfR9QXw,C001047,1676,N00009771,S372,83737,400061,11701,Shelley Moore Capito,gIQA3s9PAP,20146,Shelley Moore Capito
Capps,Lois,1/10/1938,F,rep,CA,24,Democrat,http://capps.house.gov,2231 Rayburn HOB; Washington DC 20515-0524,202-225-3601,https://capps.house.gov/contact-me/email-me,http://capps.house.gov/rss.xml,RepLoisCapps,loiscapps,1.69E+11,reploiscapps,UClsN2ngC28cgeqAY7mW1qKQ,C001036,1471,N00007232,,54075,400062,16886,,gIQAarASAP,29774,Lois Capps
Capuano,Michael,1/9/1952,M,rep,MA,7,Democrat,http://capuano.house.gov,1414 Longworth HOB; Washington DC 20515-2107,202-225-5111,http://www.house.gov/capuano/contact/email.shtml,,,RepMichaelCapuano,1.51E+14,RepMikeCapuano,UCvzAdbimlJksgZjEMQn0kuw,C001037,1564,N00000267,,56760,400063,18883,Michael Capuano,gIQAzL6PAP,29919,Mike Capuano
Carney,John,5/20/1956,M,rep,DE,0,Democrat,http://johncarney.house.gov,1406 Longworth HOB; Washington DC 20515-0800,202-225-4165,https://forms.house.gov/carney/webforms/email-me.shtml,http://johncarney.house.gov/index.php?format=feed&amp;type=rss,JohnCarneyde,JohnCarneyDE,1.56E+14,RepJohnCarney,UCT9yU36lD-zOTJKhmX_w_dA,C001083,1999,N00030736,,94948,412407,53658,John C. Carney Jr.,gIQABIMZKP,21113,"John C. Carney, Jr."
Carson,André,10/16/1974,M,rep,IN,7,Democrat,http://carson.house.gov,2453 Rayburn HOB; Washington DC 20515-1407,202-225-4011,https://carson.house.gov/contact/email-me,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,RepAndreCarson,CongressmanAndreCarson,1.24E+14,repandrecarson,UCprUnnEgM2VUGmAKSaZXCSw,C001072,1889,N00029513,,1027364,412258,84917,Andre Carson,gIQAPh8PAP,20757,André Carson
Carter,John,11/6/1941,M,rep,TX,31,Republican,http://carter.house.gov,2110 Rayburn HOB; Washington DC 20515-4331,202-225-3864,https://carter.house.gov/email-john2,http://carter.house.gov/common/rss/?rss=40,JudgeCarter,judgecarter,1287257083,repjohncarter,UC9pkaOrhPfouzkJ8oAdI-1w,C001051,1752,N00025095,,1004257,400068,49296,John Carter,gIQAcLQNAP,20356,John Carter (Texas)
Cassidy,Bill,9/28/1957,M,sen,LA,,Republican,http://www.cassidy.senate.gov,B85 Russell Senate Office Building Washington DC 20510,202-224-5824,,,,,,SenatorBillCassidy,UCCEyGhUzxgkxFzWCY-rxz8g,C001075,1925,N00030245,S373,1030546,412269,69494,Bill Cassidy,gIQAPBLkDP,20919,Bill Cassidy
Castor,Kathy,8/20/1966,F,rep,FL,14,Democrat,http://castor.house.gov,205 Cannon HOB; Washington DC 20515-0914,202-225-3376,https://castor.house.gov/contact/contactform.htm,http://castor.house.gov/news/rss.aspx,USRepKCastor,USRepKathyCastor,1.82E+14,RepKathyCastor,UC_irxhmLqVenTFPxDxznG6g,C001066,1839,N00027514,,1022874,412195,53825,Kathy Castor,gIQAEoCLAP,20708,Kathy Castor
Chabot,Steve,1/22/1953,M,rep,OH,1,Republican,http://chabot.house.gov,2371 Rayburn HOB; Washington DC 20515-3501,202-225-2216,https://chabot.house.gov/forms/writeyourrep/?zip5=45202&zip4=3003,http://chabot.house.gov/common/rss/index.cfm?rss=49,RepSteveChabot,RepSteveChabot,2.05E+14,congressmanchabot,UCJpzm2DZDE1B6ruQLQc7q4g,C000266,186,N00003689,,36705,400071,21790,Steve Chabot,gIQAiE5TKP,29550,Steve Chabot
Chaffetz,Jason,3/26/1967,M,rep,UT,3,Republican,http://chaffetz.house.gov,2236 Rayburn HOB; Washington DC 20515-4403,202-225-7751,https://chaffetz.house.gov/contact-me/email-me,http://chaffetz.house.gov/rss.xml,JasonInTheHouse,CongressmanJasonChaffetz,3.90E+14,JasonChaffetz,UCPRdJWDBUYfZaMYaPQfoNnQ,C001076,1956,N00028958,,1031362,412270,103482,Jason Chaffetz,gIQAm9WMAP,20949,Jason Chaffetz
Chu,Judy,7/7/1953,F,rep,CA,27,Democrat,http://chu.house.gov,2423 Rayburn HOB; Washington DC 20515-0527,202-225-5464,http://chu.house.gov/connect-with-me/email-judy,http://chu.house.gov/rss.xml,RepJudyChu,RepJudyChu,41228315130,RepJudyChu,UCfcbYOvdEXZNelM8T05nK-w,C001080,1970,N00030600,,92573,412379,16539,,gIQA1yiFAP,20955,Judy Chu
Cicilline,David,7/15/1961,M,rep,RI,1,Democrat,http://cicilline.house.gov,2244 Rayburn HOB; Washington DC 20515-3901,202-225-4911,https://cicilline.house.gov/contact-me/email-me,http://cicilline.house.gov/rss.xml,RepCicilline,CongressmanDavidCicilline,1.87E+14,RepDavidCicilline,UC3sCl46o8hYP69LnidNltuw,C001084,2055,N00032019,,1033865,412470,7349,David N. Cicilline,gIQA6P5YKP,21172,David Cicilline
Clarke,Yvette,11/21/1964,F,rep,NY,9,Democrat,http://clarke.house.gov,2351 Rayburn HOB; Washington DC 20515-3209,202-225-6231,https://clarke.house.gov/contact/email-me,http://clarke.house.gov/news/rss.aspx,YvetteClarke,repyvettedclarke,1.35E+14,repyvetteclarke,UC8SuQiuL2P9fUHAxuRoTdUQ,C001067,1864,N00026961,,1022875,412221,44741,Yvette D. Clarke,gIQAOxvIAP,20733,Yvette Clarke
Clay,Wm.,7/27/1956,M,rep,MO,1,Democrat,http://lacyclay.house.gov,2428 Rayburn HOB; Washington DC 20515-2501,202-225-2406,http://lacyclay.house.gov/contact-form/,,,1.09E+14,1.09E+14,WilliamLacyClay,UCB3yVQzlxhx3brOwaWtiXoQ,C001049,1654,N00012460,,88332,400074,8967,,gIQA1BJQAP,20147,"William Lacy Clay, Jr."
Cleaver,Emanuel,10/26/1944,M,rep,MO,5,Democrat,http://cleaver.house.gov,2335 Rayburn HOB; Washington DC 20515-2505,202-225-4535,https://cleaver.house.gov/contact/email-me,http://cleaver.house.gov/rss.xml,RepCleaver,emanuelcleaverii,7954512692,repcleaver,UCVC-7CLFjXczoihr5FxDLsw,C001061,1790,N00026790,,10933,400639,39507,,gIQANj8PAP,20517,Emanuel Cleaver
Clyburn,James,7/21/1940,M,rep,SC,6,Democrat,http://clyburn.house.gov,242 Cannon HOB; Washington DC 20515-4006,202-225-3315,https://clyburn.house.gov/contact-me/email-me,http://clyburn.house.gov/rss.xml,Clyburn,jameseclyburn,1.28E+14,repjamesclyburn,UCIyU_UA_JEa14gvAwhquKqg,C000537,208,N00002408,,21607,400075,27066,James E. Clyburn,gIQAv50L9O,39301,Jim Clyburn
Coats,Daniel,5/16/1943,M,sen,IN,,Republican,http://www.coats.senate.gov,493 Russell Senate Office Building Washington DC 20510,202-224-5623,http://www.coats.senate.gov/contact/,http://www.coats.senate.gov/rss/feeds/?type=all&amp;,SenDanCoats,1.81E+14,1.81E+14,SenatorCoats,UCipTNiqJBYHutxpMxo0UOYw,C000542,209,N00003845,S212,6080,402675,53291,Dan Coats,gIQAGGdaAP,14806,Dan Coats
Coffman,Mike,3/19/1955,M,rep,CO,6,Republican,http://coffman.house.gov,2443 Rayburn HOB; Washington DC 20515-0606,202-225-7882,https://coffman.house.gov/contact/email-me,http://coffman.house.gov/index.php?format=feed&amp;type=rss,RepMikeCoffman,repmikecoffman,3.66E+11,CongressmanCoffman,UCBCe9Os3VRutyBw3aLhYq5g,C001077,1912,N00024753,,1031340,412271,1535,Mike Coffman,gIQA5XQQAP,20906,Mike Coffman
Cohen,Steve,5/24/1949,M,rep,TN,9,Democrat,http://cohen.house.gov,2404 Rayburn HOB; Washington DC 20515-4209,202-225-3265,https://cohen.house.gov/contact-me/email-me,http://cohen.house.gov/rss.xml,RepCohen,CongressmanSteveCohen,1.11E+14,repcohen,UC_NJlnsOBjOameUwZk0rvsA,C001068,1878,N00003225,,1022876,412236,24340,,gIQAxQaQAP,20748,Steve Cohen
Cole,Tom,4/28/1949,M,rep,OK,4,Republican,http://cole.house.gov,2467 Rayburn HOB; Washington DC 20515-3604,202-225-6165,https://coleforms.house.gov/contact/default.aspx,http://cole.house.gov/rss.xml,TomColeOK04,TomColeOK04,1.46E+14,reptomcole,UCvqzPm_YnNkfEHpm3SEMJMQ,C001053,1742,N00025726,,1003609,400077,46034,Tom Cole,gIQATSaQAP,20344,Tom Cole
Conaway,K.,6/11/1948,M,rep,TX,11,Republican,http://conaway.house.gov,2430 Rayburn HOB; Washington DC 20515-4311,202-225-3605,https://conaway.house.gov/forms/writeyourrep/default.aspx,,ConawayTX11,mike.conaway,2.03E+14,mikeconaway11,UCR3dhwhVfxmmqv6ct2Xa1-g,C001062,1805,N00026041,,1004595,400655,49935,Mike Conaway,gIQAkUaQAP,20531,Mike Conaway
Connolly,Gerald,3/30/1950,M,rep,VA,11,Democrat,http://connolly.house.gov,2238 Rayburn HOB; Washington DC 20515-4611,202-225-1492,https://forms.house.gov/connolly/contact-form.shtml,http://connolly.house.gov/common/rss//index.cfm?rss=44,GerryConnolly,CongressmanGerryConnolly,1.77E+11,repconnolly,UC4WG9PlmoOeSLIuyVjs-RSA,C001078,1959,N00029891,,1015936,412272,95078,,gIQA3zDRAP,20952,Gerry Connolly
Conyers,John,5/16/1929,M,rep,MI,13,Democrat,http://conyers.house.gov,2426 Rayburn HOB; Washington DC 20515-2213,202-225-5126,https://conyers.house.gov/index.cfm/online-contact-form,http://conyers.house.gov/index.cfm/rss/feed,RepJohnConyers,CongressmanConyers,2.07E+11,JCMI14,UCzlwBp7_m0t3f2UiFubvWgg,C000714,229,N00004029,,1824,400080,26904,"John Conyers, Jr.",gIQA4cvo9O,10713,John Conyers
Cooper,Jim,6/19/1954,M,rep,TN,5,Democrat,http://cooper.house.gov,1536 Longworth HOB; Washington DC 20515-4205,202-225-4311,https://cooper.house.gov/contact/email-me,http://cooper.house.gov/index.php?format=feed&amp;type=rss,RepJimCooper,JimCooper,,RepJimCooper,UCjplyIIQbNZcl013AyDfPNg,C000754,231,N00003132,,1201,400081,48891,Jim Cooper,gIQABq669O,15019,Jim Cooper
Costa,Jim,4/13/1952,M,rep,CA,16,Democrat,http://costa.house.gov,1314 Longworth HOB; Washington DC 20515-0516,202-225-3341,http://www.house.gov/formcosta/issue.htm,http://costa.house.gov/index.php?format=feed&amp;type=rss,RepJimCosta,RepJimCosta,,RepJimCostaCA20,UCVgXX23eJEai6GiBOKO6dvA,C001059,1774,N00026341,,19599,400618,3577,,gIQAwvJSAP,20501,Jim Costa
Courtney,Joe,4/6/1953,M,rep,CT,2,Democrat,http://courtney.house.gov,2348 Rayburn HOB; Washington DC 20515-0702,202-225-2076,https://courtney.house.gov/email-joe1,http://courtney.house.gov/index.php?format=feed&amp;type=rss,RepJoeCourtney,joecourtney,3.30E+11,repcourtney,UCGVIfe1T2hO1Lx7ap5Wkv1w,C001069,1836,N00024842,,1021284,412193,30333,Joe Courtney,gIQAQONRAP,20706,Joe Courtney (politician)
Crapo,Michael,5/20/1951,M,sen,ID,,Republican,http://www.crapo.senate.gov,239 Dirksen Senate Office Building Washington DC 20510,202-224-6142,http://www.crapo.senate.gov/contact/email.cfm,,MikeCrapo,mikecrapo,80335332266,senatorcrapo,UCMHzKHg1BE7dEcFjnayw1lA,C000880,250,N00006267,S266,26440,300030,26830,Mike Crapo,gIQA3hslDP,29345,Mike Crapo
Crawford,Eric,1/22/1966,M,rep,AR,1,Republican,http://crawford.house.gov,1711 Longworth HOB; Washington DC 20515-0401,202-225-4076,http://crawford.house.gov/contact/,http://crawford.house.gov/news/rss.aspx,RepRickCrawford,RepRickCrawford,1.43E+14,RepRickCrawford,UCLKAkVl4BHRK73lmDiIgPYg,C001087,1989,N00030770,,623259,412400,119208,Rick Crawford,gIQAlMfVKP,21106,Rick Crawford (politician)
Crenshaw,Ander,9/1/1944,M,rep,FL,4,Republican,http://crenshaw.house.gov,2161 Rayburn HOB; Washington DC 20515-0904,202-225-2501,https://forms.house.gov/write/crenshaw/email-me.shtml,,AnderCrenshaw,2.00E+11,2.00E+11,RepAnderCrenshaw,UCr3i3We3fsHJdUufmqDL7_w,C001045,1643,N00012739,,1007679,400086,31130,Ander Crenshaw,gIQASSNRAP,20111,Ander Crenshaw
Crowley,Joseph,3/16/1962,M,rep,NY,14,Democrat,http://crowley.house.gov,1436 Longworth HOB; Washington DC 20515-3214,202-225-3965,https://crowley.house.gov/contact-me/email-me,http://crowley.house.gov/rss.xml,RepJoeCrowley,repjoecrowley,1.76E+14,RepJoeCrowley,UCni23wivejzkS9G1L_XEBQw,C001038,1604,N00001127,,57880,400087,4295,Joseph Crowley,gIQACIr09O,29925,Joseph Crowley
Cuellar,Henry,9/19/1955,M,rep,TX,28,Democrat,http://cuellar.house.gov,2209 Rayburn HOB; Washington DC 20515-4328,202-225-1640,https://cuellar.house.gov/forms/writeyourrep/default.aspx,http://cuellar.house.gov/news/rss.aspx,RepCuellar,1.53E+11,1.53E+11,henrycuellar,UCVgEOdJx3tyILO9EjZ-heEQ,C001063,1807,N00024978,,1013062,400657,5486,,gIQAHjjSAP,20533,Henry Cuellar
Culberson,John,8/24/1956,M,rep,TX,7,Republican,http://culberson.house.gov,2372 Rayburn HOB; Washington DC 20515-4307,202-225-2571,https://culbersonforms.house.gov/forms/writeyourrep/default.aspx,http://culberson.house.gov/rss/,CongCulberson,CongressmanCulberson,1751723339,johnculbersontx07,UCv9NX2RA2jQQniHohgqy_KQ,C001048,1670,N00009738,,88078,400089,5488,John Culberson,gIQArjZfAP,20139,John Culberson
Cummings,Elijah,1/18/1951,M,rep,MD,7,Democrat,http://cummings.house.gov,2230 Rayburn HOB; Washington DC 20515-2007,202-225-4741,https://cummings.house.gov/contact-me/email-me,http://cummings.house.gov/rss.xml,RepCummings,elijahcummings,2.91E+11,ElijahECummings,UCMasH4jR80RdkqyuF0neFZg,C000984,256,N00001971,,43300,400090,345,Elijah Cummings,gIQAKaxDAP,29587,Elijah Cummings
Davis,Danny,9/6/1941,M,rep,IL,7,Democrat,http://www.davis.house.gov,2159 Rayburn HOB; Washington DC 20515-1307,202-225-5006,https://davis.house.gov/email-me,http://davis.house.gov/index.php?format=feed&type=rss,RepDannyDavis,2.81E+14,2.81E+14,dannykdavis07,UCdhrT09_XMr31tuI8OcKsjQ,D000096,1477,N00004884,,44325,400093,233,Danny K. Davis,gIQAgWpbKP,29717,Danny K. Davis
Davis,Susan,4/13/1944,F,rep,CA,53,Democrat,http://susandavis.house.gov,1214 Longworth HOB; Washington DC 20515-0553,202-225-2040,https://susandavisforms.house.gov/forms/writeyourrep/,,RepSusanDavis,RepSusanDavis,1.04E+14,,,D000598,1641,N00009604,,85595,400097,8168,,gIQAumASAP,20108,Susan Davis (politician)
DeFazio,Peter,5/27/1947,M,rep,OR,4,Democrat,http://defazio.house.gov,2134 Rayburn HOB; Washington DC 20515-3704,202-225-6416,https://defazio.house.gov/contact/email-me,http://www.defazio.house.gov/index.php?format=feed&amp;type=rss,RepPeterDeFazio,RepPeterDeFazio,94324364811,PeterDeFazio,UCIF3HunhsVgTv7L2grnq2Rg,D000191,279,N00007781,,6068,400100,27037,Peter DeFazio,gIQAS87AAP,15410,Peter DeFazio
DeGette,Diana,7/29/1957,F,rep,CO,1,Democrat,http://degette.house.gov,2368 Rayburn HOB; Washington DC 20515-0601,202-225-4431,https://degette.house.gov/contact/send-me-an-email/email-me,http://degette.house.gov/index.php?option=com_ninjarsssyndicator&amp;feed_id=1&amp;format=raw,RepDianaDeGette,DianaDeGette,1.11E+11,RepDianaDeGette,UCWFQCRTHwsHg9P1Hf-EQtew,D000197,1479,N00006134,,90293,400101,561,Diana DeGette,gIQADVSDAP,29710,Diana DeGette
DeLauro,Rosa,3/2/1943,F,rep,CT,3,Democrat,http://delauro.house.gov,2413 Rayburn HOB; Washington DC 20515-0703,202-225-3661,https://forms.house.gov/delauro/webforms/contact_form_email.shtml,http://delauro.house.gov/index.php?format=feed&amp;type=rss,RosaDeLauro,CongresswomanRosaDeLauro,1.81E+14,rosadelauro,UC9ROfGBm7kSLCEDYwFF6McQ,D000216,281,N00000615,,19040,400103,26788,Rosa DeLauro,gIQAkOCT9O,29109,Rosa DeLauro
Denham,Jeff,7/29/1967,M,rep,CA,10,Republican,http://denham.house.gov,1730 Longworth HOB; Washington DC 20515-0510,202-225-4540,https://denham.house.gov/contact-me/email-me,http://denham.house.gov/rss.xml,RepJeffDenham,RepJeffDenham,1.34E+14,repjeffdenham,UCm59PEM_tgTvhm5-wIfnrRg,D000612,1995,N00031593,,623287,412403,28769,,gIQA6BMZKP,21109,Jeff Denham
Dent,Charles,5/24/1960,M,rep,PA,15,Republican,http://dent.house.gov,2211 Rayburn HOB; Washington DC 20515-3815,202-225-6411,https://dent.house.gov/?p=ContactForm,http://dent.house.gov/?a=rss.feed,,CongressmanDent,69862092533,CongressmanDent,UCoC_r0R2M_74UVrH4A44awQ,D000604,1799,N00026171,,1011395,400648,9121,Charles W. Dent,gIQAY7qLAP,20526,Charlie Dent
DesJarlais,Scott,2/21/1964,M,rep,TN,4,Republican,http://desjarlais.house.gov,413 Cannon HOB; Washington DC 20515-4204,202-225-6831,http://desjarlais.house.gov/contact/email-me,http://desjarlais.house.gov/news/rss.aspx,DesJarlaisTN04,ScottDesJarlaisTN04,,ScottDesJarlaisTN04,UCvjuSLoi3hS0ECQvJLhwOkA,D000616,2062,N00030957,,623517,412477,123473,,gIQAQg5WKP,21179,Scott DesJarlais
Deutch,Theodore,5/7/1966,M,rep,FL,21,Democrat,http://teddeutch.house.gov,2447 Rayburn HOB; Washington DC 20515-0921,202-225-3001,https://teddeutch.house.gov/forms/writeyourrep/default.aspx,http://teddeutch.house.gov/news/rss.aspx,RepTedDeutch,CongressmanTedDeutch,1.12E+14,congressmanteddeutch,UC1JlTLRUDkzhM2htvI9QJTA,D000610,1976,N00031317,,9267613,412385,67151,Theodore E. Deutch,gIQAgpzZKP,20959,Ted Deutch
Diaz-Balart,Mario,9/25/1961,M,rep,FL,25,Republican,http://mariodiazbalart.house.gov,440 Cannon HOB; Washington DC 20515-0925,202-225-4211,http://mariodiazbalart.house.gov/contact-mario/write-rep-diaz-balart,http://mariodiazbalart.house.gov/rss.xml,MarioDB,mdiazbalart,1.20E+14,MarioDiazBalart,UCpEEd0Plxx5D78pI4a4mFTQ,D000600,1717,N00025337,,1003562,400108,24312,Mario Diaz-Balart,gIQAvrSaAP,20316,Mario Diaz-Balart
Doggett,Lloyd,10/6/1946,M,rep,TX,35,Democrat,http://doggett.house.gov,2307 Rayburn HOB; Washington DC 20515-4335,202-225-4865,https://forms.house.gov/doggett/webforms/issue_subscribe.htm,http://doggett.house.gov/index.php/component/ninjarsssyndicator/?feed_id=1&amp;format=raw,RepLloydDoggett,lloyddoggett,1.54E+11,doggett,UCN-kiLKyHPcfRVZ28sAHS_g,D000399,303,N00006023,,36810,400111,21689,,gIQA0jEdKP,29571,Lloyd Doggett
